country,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total
the Netherlands,"Iabc 5101, 4814 RN Breda, Netherlands","{'location': {'lat': 51.5838882, 'lng': 4.7339907}, 'viewport': {'northeast': {'lat': 51.58523262989272, 'lng': 4.735257429892722}, 'southwest': {'lat': 51.58253297010728, 'lng': 4.732557770107278}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,d05dfac2244102e2bb983cbdb7a10bfc3b59ec29,Extern Magazijn IKEA Breda,{'open_now': True},"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108712000038656395123/photos"">A Google User</a>'], 'width': 3120, 'photo_reference': 'CmRaAAAAf5jGY8EsqGQViT66iFV1qbcNkPBN_HwxlEnY1lHkCt35ZiPkNRw3JWGILgYM_xofgP048bKwl6ZFb5Ov7ri5lM9rkVm-kcT8_MDA1pO0KVbPgUQ8GQaF_unamPSVBqK_EhBd6flcjUacdK9Xz1CZmw5dGhRHxN2eE_lBFfnLB3NGiLU92Wvwbg'}]",ChIJyadpBf4fxEcRWPXX9ZliU9Q,"{'compound_code': 'HPMM+HH Breda, Netherlands', 'global_code': '9F36HPMM+HH'}",,4.0,ChIJyadpBf4fxEcRWPXX9ZliU9Q,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",44
the Netherlands,"Ekkersrijt 7001, 5692 HB Son, Netherlands","{'location': {'lat': 51.5025194, 'lng': 5.4728115}, 'viewport': {'northeast': {'lat': 51.50372162989272, 'lng': 5.474024979892723}, 'southwest': {'lat': 51.50102197010728, 'lng': 5.471325320107279}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,d2cbd1fdb72c1e91dfa17bcce376f612339da8cc,IKEA,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100740237283535217172/photos"">andre moreira moreira</a>'], 'width': 4128, 'photo_reference': 'CmRaAAAARvULqZyKc_dmFZADrz6IDdCqcz41TLsfvOJOfoqt5aWyTzlZA_xX7cSBQSL57bIkKYwInSAyaER1-n0msvcSaZKuezgBfEG3F0Lgbogr5xyyd1les12ok624b-cV_umbEhBad6vL-yBggXbfebOkfwLGGhQ1lt63BmmPcX9XxgtE0gym1D0quQ'}]",ChIJb9H5Z-3exkcRHgNrg-1Vb5k,"{'compound_code': 'GF3F+24 Son, Netherlands', 'global_code': '9F37GF3F+24'}",,4.2,ChIJb9H5Z-3exkcRHgNrg-1Vb5k,"['storage', 'point_of_interest', 'establishment']",325
the UK,"1 Ikea Way, Exeter EX2 7RX, UK","{'location': {'lat': 50.7068035, 'lng': -3.4793595}, 'viewport': {'northeast': {'lat': 50.70784832989272, 'lng': -3.477201600000001}, 'southwest': {'lat': 50.70514867010728, 'lng': -3.480078799999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,99fd3ac9e3d31ef24e1c1cd65982eb9ccb3f9158,IKEA,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100222422333777238909/photos"">Christian Delve</a>'], 'width': 3024, 'photo_reference': 'CmRaAAAAeaH0pwRl4vASlfDfRlUJ7WByo3ruWNnVd-NRXIeGBybALV9eBNWS7d2T3BV65qDRQJOsRb9FEKPnyTcY9jO0Ev7DXfmotV1RYcnDsUUEQ3Z56GhYq1hOmpVXaw_ZFvmWEhByie1muTldKeP5EANhIE0oGhQM4-0vHGNz0S4pW5aiYSef84DbNA'}]",ChIJdWwWzF6hbUgRq4zRPDkHzkk,"{'compound_code': 'PG4C+P7 Exeter, UK', 'global_code': '9C2RPG4C+P7'}",,4.3,ChIJdWwWzF6hbUgRq4zRPDkHzkk,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",3500
the UK,"Goslington, Bletcham Way, Bletchley, Milton Keynes MK1 1QB, UK","{'location': {'lat': 52.0048013, 'lng': -0.7312515}, 'viewport': {'northeast': {'lat': 52.00622322989273, 'lng': -0.7296305201072777}, 'southwest': {'lat': 52.00352357010728, 'lng': -0.7323301798927222}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,5db02a730b48aa4118c242b3c1c6f680e75a9147,IKEA Milton Keynes,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114041581656097950692/photos"">K&amp;B Education</a>'], 'width': 3024, 'photo_reference': 'CmRaAAAAcN0V5s_eYwPbUYlz6muc38wjx3c7rPU5GcO1Y0Qia7D1BnihnNIqGlXu95KYbcB5njscdz3ZwqvZXS8DEV0XYqFjIjzCobdsmD0w5dVRjIHgEG93kgV7bgltmWq1m_u2EhCouQF4RAW5rJeTmN1dc2MgGhSYSaIDbWESHEiL4qFndn17NfnM5g'}]",ChIJAZZI9yRVdkgRTMDKFPjIo9E,"{'compound_code': '2739+WF Bletchley, Milton Keynes, UK', 'global_code': '9C4X2739+WF'}",,4.4,ChIJAZZI9yRVdkgRTMDKFPjIo9E,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",7591
the UK,"Giltbrook Retail Park, Ikea Way, Giltbrook, Nottingham NG16 2RP, United Kingdom","{'location': {'lat': 53.002101, 'lng': -1.284427}, 'viewport': {'northeast': {'lat': 53.00350927989272, 'lng': -1.282645770107278}, 'southwest': {'lat': 53.00080962010728, 'lng': -1.285345429892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,de0032cf7404bdf04d1cc113ef61aff5e6b8b457,IKEA,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106687504369622894586/photos"">ivan sackville</a>'], 'width': 4032, 'photo_reference': 'CmRaAAAAspXntX0ZH-E6-si375erU9Zy8TLvAvB-SvBJhH9AqqWRHSBz2gPxO5YeW4b0YCyXW2Nq-dZXQTPtVilFW648riWdolm47mB7qVptbTvXCzpXHGcsIeGelqPPZj0rl4nIEhBugWM4CS91ZQ_H23bqAf1GGhTWpYTxcgrS7E4IG1MDgrSvdO1ktA'}]",ChIJCe1X93_BeUgRhhZmAlGqpXQ,"{'compound_code': '2P28+R6 Giltbrook, Nottingham, UK', 'global_code': '9C5W2P28+R6'}",,4.2,ChIJCe1X93_BeUgRhhZmAlGqpXQ,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",3668
the UK,"W Quay Rd, Southampton SO15 1GY, UK","{'location': {'lat': 50.90327869999999, 'lng': -1.4108921}, 'viewport': {'northeast': {'lat': 50.90444287989272, 'lng': -1.409126770107278}, 'southwest': {'lat': 50.90174322010728, 'lng': -1.411826429892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ffa3d6b8cfe8e023112555c373feee655fe209b5,IKEA Southampton,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108999018766813684167/photos"">SpydersCorner</a>'], 'width': 3024, 'photo_reference': 'CmRaAAAAhc7Vn3EsCNH9J1lbNnNXLPs44tjbImTo0lvQXC3uAxITgOmYYgMKkVvcTW_XYe1_3GFFSpTm6IHbRRy-2WVPCMgKmM9vaINmCF0AWumvTLVniAkLUq_OKBpmnTEog1oqEhC2gryLUb9KaUGYgwIPSaCkGhROY_Rn3g-HuFyo5UPcL4J1uN45qQ'}]",ChIJ-YIFG7l2dEgRpjRV19bjbpA,"{'compound_code': 'WH3Q+8J Southampton, United Kingdom', 'global_code': '9C2WWH3Q+8J'}",,4.3,ChIJ-YIFG7l2dEgRpjRV19bjbpA,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",7370
the UK,"6 Glover Dr, London N18 3HF, UK","{'location': {'lat': 51.6081259, 'lng': -0.046851}, 'viewport': {'northeast': {'lat': 51.61157499999999, 'lng': -0.04387980000000001}, 'southwest': {'lat': 51.6060718, 'lng': -0.04784139999999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,5aa53d96366a41f91733f7c0ab3d023f55508592,IKEA,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101902002275279905311/photos"">Adrián S.</a>'], 'width': 3120, 'photo_reference': 'CmRaAAAAvSl5nrOGiezxa4rpzIKmD8Cks1Xe9S-FISnWYNqy1PiTrNwyWZpftsaj1mL0lYAa2lr0QemznK4nbKye9OfqluTjGtiEeyyO_-L8jKK-AU3xzM_VGikSwIX3levhvb4jEhD-pRRsxOZFiqbqXsqj-_YRGhQyOg92bkX1MzAYE_z0r6Jl9SElww'}]",ChIJ8wmD5ocedkgRwyvTP0a9CUE,"{'compound_code': 'JX53+77 Upper Edmonton, London, UK', 'global_code': '9C3XJX53+77'}",,4.2,ChIJ8wmD5ocedkgRwyvTP0a9CUE,"['furniture_store', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",7636
the UK,"2 Croft Rd, Coventry CV1 3AZ, UK","{'location': {'lat': 52.4073368, 'lng': -1.5167003}, 'viewport': {'northeast': {'lat': 52.40893737989272, 'lng': -1.515495820107278}, 'southwest': {'lat': 52.40623772010728, 'lng': -1.518195479892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ba339b9fde8cbdb012097bc740929b0cbdfdfccf,IKEA,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108198640151676109061/photos"">Barrie Makin</a>'], 'width': 1920, 'photo_reference': 'CmRaAAAA7uD-Wldp2jLXpnhND1TcwSihgeXWGvuumvrfEEJXfjCN7O9OxguEn9nZKk7mtcOV0UGd3zVFZsYKhBtAt8lYI0ISYH0PLojO79C0GIVqWQASnVXKkY6UiUWRnvpcFh22EhB9gMPQUIntcV0KW4rc_B7cGhQhOtTzz5n1BFKFz52qZkOUH1GYJg'}]",ChIJwYEbKqRLd0gRwe_HZli2tso,"{'compound_code': 'CF4M+W8 Coventry, UK', 'global_code': '9C4WCF4M+W8'}",,4.2,ChIJwYEbKqRLd0gRwe_HZli2tso,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",5455
the UK,"Kingston Park, Fletton Ave, Peterborough PE2 9ET, United Kingdom","{'location': {'lat': 52.5534459, 'lng': -0.2413344}, 'viewport': {'northeast': {'lat': 52.55472977989272, 'lng': -0.2378214}, 'southwest': {'lat': 52.55203012010728, 'lng': -0.2425054}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,d38daffbac77d2715c1e03ea24f89e7addb1c15e,IKEA Distribution Centre,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101014291766793646752/photos"">Joe Morriss</a>'], 'width': 4160, 'photo_reference': 'CmRaAAAAlhFNEl-80YTXIk3Ar66GAOqQA02zUHGB167kwvyJv_28EzEUC9gv_gENO2YgTsA-WHwseJNBZodbQVoIAR7c-Sv9VqMLoCMIzAt4iIOOIdUdf8dSsbKL1AR8ElnMQG00EhADU6x89t8gaaQzsIYWsdflGhRmy5OrTYsBtz35qJ8Ub0zZAzgH0w'}]",ChIJB5SWghTwd0gRrooT68EYjCs,"{'compound_code': 'HQ35+9F Peterborough, United Kingdom', 'global_code': '9C4XHQ35+9F'}",,4.1,ChIJB5SWghTwd0gRrooT68EYjCs,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",217
the UK,"Lakeside Retail Park, Heron Way, Grays RM20 3WJ, UK","{'location': {'lat': 51.47964959999999, 'lng': 0.284864}, 'viewport': {'northeast': {'lat': 51.48131412989272, 'lng': 0.2861539798927223}, 'southwest': {'lat': 51.47861447010727, 'lng': 0.2834543201072778}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,64a47b96f01ffe69ed866ef527bd4c6d3e9e58dc,IKEA,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101486107710605721176/photos"">Faramarz Didar</a>'], 'width': 4032, 'photo_reference': 'CmRaAAAAVFGtsq0AJrvz-ll3FXpAENh21V2P50_BltgbtylDx5_QoDZyhQ0wxHTBqE4IfqBiJ052kTZe02oVe2iSrzT2JG_mvfD4xuhzvWPab9z6IQpAcpKNEUU_NrbXccJbxXy_EhCYR3z8m-OicQz9i1aG_gR0GhT-WTwPl0whSp0IQnK-wQbf4MbMyA'}]",ChIJ2zE0OS232EcReg2C2xx3LFA,"{'compound_code': 'F7HM+VW Grays, United Kingdom', 'global_code': '9F32F7HM+VW'}",,4.3,ChIJ2zE0OS232EcReg2C2xx3LFA,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",8389
the UK,"Wellington Rd, Ashton-under-Lyne OL6 7TE, UK","{'location': {'lat': 53.49086459999999, 'lng': -2.1006235}, 'viewport': {'northeast': {'lat': 53.49239457989272, 'lng': -2.099924970107278}, 'southwest': {'lat': 53.48969492010728, 'lng': -2.102624629892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,f443bafa601e0de4f808690ce539f24488870863,IKEA,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109916401443615684707/photos"">Ibrahim Alraqum</a>'], 'width': 2322, 'photo_reference': 'CmRaAAAAkOaBpQlnAMPBbp4NBXm5mXq4CetVX-7sz4-GViV7jKUvvEwRa48ereBYKI5Bhx5du642_HLCiJ8tXU_zf85yq6D6yad4W_vYkdm_BlPuBh8PgxmfhVgVhDkRZD50cLStEhAQkSLhL2gtbYYr9JX5ljBpGhRz2eODRPjZ8_Mf_67ZCxUaJZtqcw'}]",ChIJA_NXfoa2e0gRbw9BBIc_gdo,"{'compound_code': 'FVRX+8Q Ashton-under-Lyne, United Kingdom', 'global_code': '9C5VFVRX+8Q'}",,4.3,ChIJA_NXfoa2e0gRbw9BBIc_gdo,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",7102
